City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Niquero,CU,2020-12-02 01:58:40,20.04,-77.58,75.76,73,29,15.86
305,Bagdarin,RU,2020-12-02 01:58:40,54.43,113.6,3.99,84,48,4.61
306,Buala,SB,2020-12-02 01:58:40,-8.14,159.59,85.82,70,96,8.66
307,Clyde River,CA,2020-12-02 01:58:41,70.47,-68.59,14.0,72,20,11.41
308,Farafangana,MG,2020-12-02 01:58:41,-22.82,47.83,74.35,82,0,10.2
309,Bhadrak,IN,2020-12-02 01:58:41,21.06,86.51,67.84,51,40,4.21
310,Ornes,NO,2020-12-02 01:58:41,66.87,13.71,37.4,55,75,16.11
311,Benghazi,LY,2020-12-02 01:58:41,32.12,20.07,62.91,65,1,5.39
312,Sibolga,ID,2020-12-02 01:58:41,1.74,98.78,83.03,68,100,0.81
313,Upata,VE,2020-12-02 01:58:41,8.01,-62.4,79.0,84,87,1.99
314,Duma,CN,2020-12-02 01:58:41,34.77,108.14,35.6,100,90,6.71
315,Ponta Delgada,PT,2020-12-02 01:58:41,37.73,-25.67,60.8,87,75,25.28
316,Makat,KZ,2020-12-02 01:58:41,47.65,53.35,13.93,87,0,11.1
317,Abha,SA,2020-12-02 01:58:41,18.22,42.51,51.8,100,0,3.15
318,Jining,CN,2020-12-02 01:55:53,35.41,116.58,38.44,76,100,6.96
319,Santa Maria Del Oro,MX,2020-12-02 01:58:42,25.93,-105.37,52.75,41,0,5.21
320,Nayoro,JP,2020-12-02 01:58:42,44.35,142.46,30.2,58,75,6.93
321,Melbu,NO,2020-12-02 01:58:42,68.5,14.83,37.99,66,100,8.99
322,Ilo,PE,2020-12-02 01:58:42,-17.64,-71.34,64.53,79,65,2.06
323,Changji,CN,2020-12-02 01:58:42,44.02,87.32,14.0,92,75,2.24
324,Bradford,GB,2020-12-02 01:57:17,53.79,-1.75,44.01,48,93,4.76
325,Kyzyl-Suu,KG,2020-12-02 01:58:42,42.34,78.01,26.76,79,13,6.64
326,Port Blair,IN,2020-12-02 01:58:42,11.67,92.75,82.89,77,100,14.23
327,Gat,IL,2020-12-02 01:55:03,31.61,34.76,53.6,87,20,4.7
328,Para De Minas,BR,2020-12-02 01:58:42,-19.86,-44.61,77.0,61,0,6.93
329,Dryden,CA,2020-12-02 01:58:43,49.78,-92.75,24.8,68,1,8.05
330,Ishinomaki,JP,2020-12-02 01:58:43,38.42,141.3,46.4,52,75,4.7
331,Houma,US,2020-12-02 01:58:43,29.6,-90.72,44.01,81,1,2.8
332,Hofn,IS,2020-12-02 01:58:43,64.25,-15.21,39.9,70,0,22.84
333,Mount Gambier,AU,2020-12-02 01:58:43,-37.83,140.77,59.0,51,90,14.99
334,Saint-Francois,FR,2020-12-02 01:58:43,46.42,3.91,43.0,93,90,8.05
335,Elliot,ZA,2020-12-02 01:58:43,-31.33,27.85,41.18,86,56,3.83
336,Miram Shah,PK,2020-12-02 01:58:43,33.01,70.07,55.96,37,0,4.85
337,Piojo,CO,2020-12-02 01:58:43,10.75,-75.11,82.4,100,40,3.36
338,Gudur,IN,2020-12-02 01:58:43,14.13,79.85,73.4,88,75,5.82
339,Phuket,TH,2020-12-02 01:55:40,8.0,98.25,81.0,94,40,4.7
340,Sandnessjoen,NO,2020-12-02 01:58:43,66.02,12.63,41.0,56,100,16.11
341,Westport,US,2020-12-02 01:55:45,41.14,-73.36,42.01,60,47,1.01
342,Inuvik,CA,2020-12-02 01:58:44,68.35,-133.72,3.2,84,28,5.82
343,Vila Do Maio,CV,2020-12-02 01:58:44,15.13,-23.22,73.4,73,0,10.29
344,Svetlogorsk,BY,2020-12-02 01:58:44,52.63,29.73,29.79,97,100,8.1
345,Daugai,LT,2020-12-02 01:58:44,54.37,24.33,21.2,85,0,4.7
346,Wenling,CN,2020-12-02 01:58:44,28.37,121.36,62.01,66,14,15.59
347,Erzin,TR,2020-12-02 01:58:44,36.96,36.2,55.0,74,8,11.01
348,Yulara,AU,2020-12-02 01:58:44,-25.24,130.99,80.6,22,90,19.46
349,Tecpan,GT,2020-12-02 01:58:44,14.76,-90.99,60.8,82,0,16.11
350,Gornopravdinsk,RU,2020-12-02 01:58:44,60.05,69.9,9.84,95,30,7.74
351,Saint-Leu,RE,2020-12-02 01:58:44,-21.15,55.28,77.0,78,90,2.24
352,Ayan,RU,2020-12-02 01:58:44,56.45,138.17,9.82,82,97,14.7
353,Opuwo,NA,2020-12-02 01:58:45,-18.06,13.84,69.51,32,4,4.45
354,Odessa,UA,2020-12-02 01:55:32,46.48,30.73,35.6,100,90,8.95
355,Malakal,SS,2020-12-02 01:58:45,9.53,31.66,71.92,25,0,6.04
356,Fortuna,US,2020-12-02 01:58:45,40.6,-124.16,46.0,86,10,1.01
357,Tingi,TZ,2020-12-02 01:58:45,-11.3,35.03,65.57,84,99,4.92
358,Prainha,BR,2020-12-02 01:58:45,-1.8,-53.48,78.13,70,7,1.72
359,Pangnirtung,CA,2020-12-02 01:58:45,66.15,-65.71,2.14,82,33,3.98
360,Patacamaya,BO,2020-12-02 01:58:45,-17.23,-67.92,48.6,69,100,9.66
361,Karla,EE,2020-12-02 01:58:45,59.37,24.93,36.0,80,20,10.29
362,Pisco,PE,2020-12-02 01:58:45,-13.7,-76.22,66.2,82,0,18.34
363,Anchorage,US,2020-12-02 01:55:00,61.22,-149.9,41.0,69,75,5.82
364,Ternate,ID,2020-12-02 01:58:45,0.8,127.4,85.08,69,14,6.35
365,Hami,CN,2020-12-02 01:58:45,42.8,93.45,21.81,85,0,4.18
366,Homer,US,2020-12-02 01:58:43,59.64,-151.55,42.01,86,90,9.91
367,Krasnoselkup,RU,2020-12-02 01:58:46,65.7,82.47,8.08,95,100,18.5
368,Lata,PT,2020-12-02 01:58:46,40.16,-8.33,55.0,93,99,2.24
369,Masterton,NZ,2020-12-02 01:58:46,-40.96,175.66,63.0,48,94,3.0
370,Si Satchanalai,TH,2020-12-02 01:58:46,17.52,99.76,71.6,83,20,2.24
371,Qeshm,IR,2020-12-02 01:58:46,26.96,56.27,62.6,77,0,4.7
372,Trat,TH,2020-12-02 01:58:46,12.5,102.5,82.0,55,99,12.44
373,Crestview,US,2020-12-02 01:58:46,30.76,-86.57,35.01,86,1,4.25
374,Terrace,CA,2020-12-02 01:57:58,54.52,-128.6,41.0,93,75,20.8
375,Xining,CN,2020-12-02 01:58:23,36.62,101.77,16.48,88,99,3.65
376,Plouzane,FR,2020-12-02 01:58:46,48.38,-4.62,46.4,81,0,4.7
377,Nioro,GM,2020-12-02 01:58:46,13.35,-15.75,72.68,51,62,8.12
378,Rio Grande City,US,2020-12-02 01:58:46,26.38,-98.82,64.0,65,0,4.0
379,Kirakira,SB,2020-12-02 01:58:46,-10.45,161.92,83.7,75,100,11.45
380,Tomatlan,MX,2020-12-02 01:58:47,19.93,-105.25,73.6,83,88,1.77
381,Kalmunai,LK,2020-12-02 01:58:47,7.42,81.82,74.53,94,100,18.01
382,Talcahuano,CL,2020-12-02 01:58:47,-36.72,-73.12,55.4,66,0,17.22
383,Los Llanos De Aridane,ES,2020-12-02 01:58:47,28.66,-17.92,64.4,68,20,5.82
384,Sortland,NO,2020-12-02 01:58:47,68.69,15.42,35.6,55,94,11.41
385,Puerto Baquerizo Moreno,EC,2020-12-02 01:58:47,-0.9,-89.6,70.39,87,30,10.78
386,Khromtau,KZ,2020-12-02 01:58:47,50.25,58.43,-3.3,93,84,13.58
387,Oranjemund,NA,2020-12-02 01:58:47,-28.55,16.43,58.23,78,0,16.96
388,Padang,ID,2020-12-02 01:54:16,-0.95,100.35,83.17,57,33,2.95
389,Sept-Iles,CA,2020-12-02 01:58:47,50.2,-66.38,44.01,100,100,8.05
390,Atlantis,ZA,2020-12-02 01:58:47,-33.57,18.48,60.01,70,0,12.08
391,Bardiyah,LY,2020-12-02 01:58:47,31.76,25.09,62.56,73,9,6.2
392,Sansepolcro,IT,2020-12-02 01:58:48,43.57,12.14,46.99,72,100,4.27
393,Ahipara,NZ,2020-12-02 01:58:48,-35.17,173.17,69.66,63,58,5.61
394,Ust-Nera,RU,2020-12-02 01:58:48,64.57,143.2,-22.95,77,96,4.65
395,Baracoa,CU,2020-12-02 01:58:48,20.35,-74.5,74.7,78,64,7.11
396,Praia Da Vitoria,PT,2020-12-02 01:58:48,38.73,-27.07,61.0,87,75,32.32
397,Kortkeros,RU,2020-12-02 01:58:48,61.81,51.58,19.4,85,75,11.18
398,Mangaratiba,BR,2020-12-02 01:58:48,-22.96,-44.04,77.0,88,75,3.36
399,Grindavik,IS,2020-12-02 01:58:48,63.84,-22.43,37.4,69,75,31.09
400,Portree,GB,2020-12-02 01:58:48,57.41,-6.19,45.0,87,96,5.99
401,Meulaboh,ID,2020-12-02 01:58:48,4.14,96.13,81.54,76,26,3.4
402,Sola,VU,2020-12-02 01:58:49,-13.88,167.55,78.42,82,93,14.32
403,Puerto Leguizamo,CO,2020-12-02 01:58:49,-0.19,-74.78,74.43,93,99,2.01
404,Coahuayana,MX,2020-12-02 01:58:49,18.73,-103.68,73.4,78,40,1.01
405,Cayenne,GF,2020-12-02 01:58:49,4.93,-52.33,77.0,100,0,1.12
406,Mahanoro,MG,2020-12-02 01:58:49,-19.9,48.8,74.14,82,81,10.54
407,Hellvik,NO,2020-12-02 01:58:49,59.92,5.78,43.0,71,74,11.01
408,Kaabong,UG,2020-12-02 01:58:49,3.48,34.15,66.52,67,45,7.76
409,Hovd,MN,2020-12-02 01:58:49,48.01,91.64,6.89,84,0,1.14
410,Shafranovo,RU,2020-12-02 01:58:49,53.97,54.77,3.7,91,0,1.01
411,Honningsvag,NO,2020-12-02 01:58:49,70.98,25.97,33.22,90,100,15.12
412,Aykhal,RU,2020-12-02 01:58:49,66.0,111.5,12.2,92,90,11.18
413,Kosh-Agach,RU,2020-12-02 01:58:49,50.0,88.67,-16.17,83,13,0.92
414,Isiro,CD,2020-12-02 01:58:49,2.77,27.62,66.11,91,100,1.79
415,Lasa,IT,2020-12-02 01:56:05,46.62,10.7,30.99,92,5,4.7
416,Sitka,US,2020-12-02 01:58:49,57.05,-135.33,55.4,76,90,27.51
417,Pozo Colorado,PY,2020-12-02 01:58:50,-23.49,-58.8,79.05,71,36,5.61
418,West Monroe,US,2020-12-02 01:58:50,32.52,-92.15,42.8,70,1,4.7
419,Rio Gallegos,AR,2020-12-02 01:58:50,-51.62,-69.22,42.8,56,40,23.04
420,Pokhara,NP,2020-12-02 01:58:50,28.23,83.98,59.68,43,0,3.11
421,Santa Cruz,BO,2020-12-02 01:58:50,-17.8,-63.17,73.4,88,20,5.82
422,Mitsamiouli,KM,2020-12-02 01:58:50,-11.38,43.28,79.75,81,87,10.96
423,San Rafael Del Sur,NI,2020-12-02 01:58:50,11.85,-86.44,80.6,69,40,9.17
424,Vestmannaeyjar,IS,2020-12-02 01:58:50,63.44,-20.27,39.16,73,96,22.55
425,Deputatskiy,RU,2020-12-02 01:58:50,69.3,139.9,-4.7,91,100,5.17
426,Amudat,UG,2020-12-02 01:58:50,1.95,34.95,69.75,55,33,3.44
427,Biltine,TD,2020-12-02 01:58:50,14.53,20.92,67.3,24,0,8.39
428,Atar,MR,2020-12-02 01:58:50,20.52,-13.05,77.43,22,100,3.78
429,Bure,ET,2020-12-02 01:58:50,10.7,37.07,58.53,63,89,5.1
430,Conde,BR,2020-12-02 01:58:51,-7.26,-34.91,77.0,83,40,6.93
431,Sao Jose Da Coroa Grande,BR,2020-12-02 01:58:51,-8.9,-35.15,77.22,81,29,8.03
432,Inverness,GB,2020-12-02 01:58:51,57.48,-4.22,48.99,81,100,8.05
433,Lodwar,KE,2020-12-02 01:58:51,3.12,35.6,82.33,49,51,6.4
434,Beringovskiy,RU,2020-12-02 01:58:51,63.05,179.32,-1.03,93,99,10.09
435,Skjervoy,NO,2020-12-02 01:58:51,70.03,20.97,33.82,85,100,17.49
436,Mangrol,IN,2020-12-02 01:58:51,21.12,70.12,74.71,48,0,9.64
437,Kstovo,RU,2020-12-02 01:58:51,56.15,44.2,23.0,73,0,8.95
438,Petropavlovsk-Kamchatskiy,RU,2020-12-02 01:58:51,53.05,158.65,28.4,42,100,15.66
439,Kalispell,US,2020-12-02 01:58:51,48.2,-114.31,35.01,69,90,2.06
440,Vaxjo,SE,2020-12-02 01:58:51,56.88,14.81,26.01,100,57,3.36
441,Changli,CN,2020-12-02 01:58:51,39.7,119.15,35.01,61,100,3.87
442,Innisfail,AU,2020-12-02 01:58:51,-17.53,146.03,84.24,75,67,9.42
443,Rio Grande,BR,2020-12-02 01:58:52,-32.03,-52.1,66.4,78,85,13.0
444,Ginir,ET,2020-12-02 01:58:52,7.13,40.7,55.36,79,12,3.49
445,Monrovia,LR,2020-12-02 01:53:55,6.3,-10.8,78.6,86,33,6.62
446,Tommot,RU,2020-12-02 01:58:52,58.96,126.29,10.33,93,100,13.44
447,Tupik,RU,2020-12-02 01:58:52,54.43,119.93,-0.65,86,50,2.35
448,Daru,PG,2020-12-02 01:58:52,-9.08,143.21,82.87,85,100,11.61
449,Novo Aripuana,BR,2020-12-02 01:58:52,-5.12,-60.38,75.24,91,24,0.27
450,Lismore,AU,2020-12-02 01:58:52,-28.81,153.28,91.4,55,40,8.05
451,General Pico,AR,2020-12-02 01:58:52,-35.66,-63.76,74.88,46,84,13.94
452,Husavik,IS,2020-12-02 01:58:52,66.04,-17.34,35.6,80,90,16.11
453,Salalah,OM,2020-12-02 01:58:52,17.02,54.09,78.8,74,75,2.24
454,Vila Franca Do Campo,PT,2020-12-02 01:58:52,37.72,-25.43,60.8,87,75,25.28
455,Guangshui,CN,2020-12-02 01:58:53,31.62,114.0,41.07,70,13,9.64
456,Panzhihua,CN,2020-12-02 01:58:53,26.59,101.71,59.61,57,31,0.96
457,Kupino,RU,2020-12-02 01:58:53,54.37,77.3,-2.78,90,0,4.54
458,Carauari,BR,2020-12-02 01:58:53,-4.88,-66.9,76.28,84,30,1.19
459,Naze,JP,2020-12-02 01:58:53,28.37,129.48,71.6,94,75,14.99
460,Livingston,GB,2020-12-02 01:58:53,55.9,-3.52,48.2,93,75,10.29
461,Red Wing,US,2020-12-02 01:56:05,44.56,-92.53,30.0,85,1,3.53
462,Guangyuan,CN,2020-12-02 01:58:53,32.44,105.82,48.0,99,89,10.0
463,Vryburg,ZA,2020-12-02 01:58:53,-26.96,24.73,63.34,26,0,9.48
464,Walla Walla,US,2020-12-02 01:56:13,46.06,-118.34,35.6,74,1,4.7
465,Berlevag,NO,2020-12-02 01:58:53,70.86,29.09,31.23,90,100,13.06
466,Necochea,AR,2020-12-02 01:58:53,-38.55,-58.74,66.0,62,0,16.17
467,Kemijarvi,FI,2020-12-02 01:58:53,66.71,27.43,19.26,97,25,3.56
468,Te Anau,NZ,2020-12-02 01:58:53,-45.42,167.72,47.64,88,99,10.42
469,Esperance,AU,2020-12-02 01:58:54,-33.87,121.9,68.0,45,78,12.75
470,Yekaterinovka,RU,2020-12-02 01:58:54,52.05,44.35,9.09,94,1,9.89
471,Amfiklia,GR,2020-12-02 01:58:54,38.63,22.58,48.99,87,90,2.48
472,Puerto Escondido,MX,2020-12-02 01:58:54,15.85,-97.07,78.8,74,40,2.44
473,Areia Branca,BR,2020-12-02 01:58:54,-4.96,-37.14,79.5,70,21,19.48
474,Taiyuan,CN,2020-12-02 01:58:54,37.87,112.56,32.0,89,100,4.47
475,Jasper,US,2020-12-02 01:58:54,37.2,-94.35,46.4,28,1,9.17
476,Broken Hill,AU,2020-12-02 01:58:54,-31.95,141.43,59.0,51,75,17.22
477,Muros,ES,2020-12-02 01:58:54,42.78,-9.06,50.0,81,100,1.01
478,Kangaatsiaq,GL,2020-12-02 01:58:54,68.31,-53.46,21.02,88,100,9.93
479,Maniitsoq,GL,2020-12-02 01:58:54,65.42,-52.9,14.72,90,98,11.77
480,Micheweni,TZ,2020-12-02 01:58:54,-4.97,39.83,79.72,84,100,9.93
481,The Pas,CA,2020-12-02 01:58:54,53.83,-101.25,33.8,74,90,17.22
482,Porto Novo,BJ,2020-12-02 01:58:55,6.5,2.6,78.69,87,11,6.02
483,Villa Carlos Paz,AR,2020-12-02 01:58:55,-31.42,-64.5,77.0,72,80,1.01
484,Olavarria,AR,2020-12-02 01:58:55,-36.89,-60.32,64.47,37,0,7.54
485,Vyazma,RU,2020-12-02 01:58:55,55.21,34.3,26.55,98,98,5.46
486,Koratagere,IN,2020-12-02 01:58:55,13.52,77.23,60.8,100,20,3.36
487,Palmer,US,2020-12-02 01:58:55,42.16,-72.33,43.0,52,75,11.41
488,Dubti,ET,2020-12-02 01:58:55,11.74,41.09,71.82,68,0,5.5
489,Brekstad,NO,2020-12-02 01:58:55,63.69,9.67,42.01,74,0,23.04
490,Arlit,NE,2020-12-02 01:58:55,18.74,7.39,73.24,21,0,6.46
491,Mount Isa,AU,2020-12-02 01:58:55,-20.73,139.5,104.0,20,20,6.93
492,Vanimo,PG,2020-12-02 01:58:55,-2.67,141.3,80.89,84,100,4.97
493,Yarovoye,RU,2020-12-02 01:58:56,52.93,78.58,-2.7,92,0,3.94
494,Ukiah,US,2020-12-02 01:58:56,39.15,-123.21,55.4,54,1,1.16
495,Zverinogolovskoye,RU,2020-12-02 01:58:56,54.46,64.85,1.36,91,0,4.7
496,Sao Filipe,CV,2020-12-02 01:58:56,14.9,-24.5,75.65,71,100,7.02
497,Urumqi,CN,2020-12-02 01:58:56,43.8,87.6,14.0,92,75,2.24
498,Camacupa,AO,2020-12-02 01:58:14,-12.02,17.48,62.24,100,100,3.58
499,Poya,NC,2020-12-02 01:58:56,-21.35,165.15,83.34,44,0,6.55
500,Ryotsu,JP,2020-12-02 01:58:56,38.08,138.43,46.4,75,75,5.82
501,Shakawe,BW,2020-12-02 01:58:56,-18.37,21.85,73.08,67,86,3.69
502,Cuautepec,MX,2020-12-02 01:58:56,16.7,-99.0,74.86,86,62,3.98
503,Cockburn Town,TC,2020-12-02 01:56:36,21.46,-71.14,78.93,64,51,8.32
504,Uglekamensk,RU,2020-12-02 01:58:57,43.22,133.23,22.82,77,0,1.59
505,Dicabisagan,PH,2020-12-02 01:58:57,17.08,122.42,78.51,86,100,14.07
506,Bella Union,UY,2020-12-02 01:58:57,-30.28,-57.6,71.87,71,10,9.26
507,Fatehabad,IN,2020-12-02 01:58:57,29.52,75.45,59.85,32,0,4.54
508,Healdsburg,US,2020-12-02 01:58:57,38.61,-122.87,57.2,50,20,5.82
509,Shevchenkove,UA,2020-12-02 01:58:57,49.7,37.17,24.8,85,90,13.42
510,Mumford,GH,2020-12-02 01:58:57,5.26,-0.76,78.84,86,0,8.9
511,Mount Pleasant,US,2020-12-02 01:58:57,32.79,-79.86,42.01,65,1,4.7
512,Valdosta,US,2020-12-02 01:57:57,30.83,-83.28,37.4,86,1,4.65
513,Little Current,CA,2020-12-02 01:58:57,45.98,-81.92,28.4,68,8,12.75
514,Shubarshi,KZ,2020-12-02 01:58:57,48.59,57.19,1.8,90,0,9.04
515,De Aar,ZA,2020-12-02 01:58:58,-30.65,24.01,50.11,57,0,15.37
516,Caibarien,CU,2020-12-02 01:54:23,22.52,-79.47,69.8,77,75,8.05
517,Jabinyanah,TN,2020-12-02 01:58:58,35.03,10.91,59.88,64,86,13.47
518,Baghdad,IQ,2020-12-02 01:58:24,33.34,44.4,48.2,100,0,1.12
519,Touros,BR,2020-12-02 01:58:58,-5.2,-35.46,78.8,78,40,8.05
520,Pregradnaya,RU,2020-12-02 01:58:58,43.95,41.2,38.3,73,100,3.91
521,Chongwe,ZM,2020-12-02 01:58:58,-15.33,28.68,67.33,85,95,2.51
522,Drezdenko,PL,2020-12-02 01:58:58,52.84,15.83,35.01,80,77,1.99
523,Dobric,RS,2020-12-02 01:58:58,44.7,19.58,26.01,78,28,1.01
524,Matay,EG,2020-12-02 01:58:58,28.42,30.78,52.12,83,0,2.46
525,Taupo,NZ,2020-12-02 01:58:58,-38.68,176.08,71.01,53,47,8.01
526,Shetpe,KZ,2020-12-02 01:58:58,44.17,52.12,28.0,96,73,13.13
527,Farah,AF,2020-12-02 01:58:58,32.5,62.5,47.93,44,0,2.01
528,Vila,PT,2020-12-02 01:58:59,42.03,-8.16,46.99,74,100,3.0
529,Pimentel,PE,2020-12-02 01:58:59,-6.84,-79.93,66.42,80,98,12.53
530,Evans,US,2020-12-02 01:54:39,33.53,-82.13,39.2,55,1,5.82
531,Alofi,NU,2020-12-02 01:58:59,-19.06,-169.92,84.2,74,75,11.41
532,Namatanai,PG,2020-12-02 01:58:59,-3.67,152.43,85.89,67,100,5.08
533,Beloha,MG,2020-12-02 01:58:59,-25.17,45.05,70.45,80,35,4.56
534,Le Port,RE,2020-12-02 01:58:59,-20.94,55.29,75.2,83,90,6.93
535,Oussouye,SN,2020-12-02 01:58:59,12.48,-16.55,75.2,88,0,2.24
536,Berbera,SO,2020-12-02 01:58:59,10.44,45.01,76.21,74,9,4.81
537,Tartagal,AR,2020-12-02 01:58:59,-22.52,-63.8,75.43,69,100,4.16
538,Mgandu,TZ,2020-12-02 01:58:59,-5.95,34.13,62.31,91,94,2.44
539,Oyama,JP,2020-12-02 01:54:50,36.3,139.8,52.0,81,75,8.05
540,Balkanabat,TM,2020-12-02 01:59:00,39.51,54.37,41.95,65,0,3.47
541,San Jose De Rio Tinto,HN,2020-12-02 01:59:00,14.93,-85.7,75.2,78,75,2.95
542,Kumano,JP,2020-12-02 01:59:00,34.34,132.59,55.4,61,20,3.36
543,Libenge,CD,2020-12-02 01:59:00,3.65,18.63,71.22,54,0,2.73
544,Seymchan,RU,2020-12-02 01:59:00,62.88,152.43,-17.55,83,0,1.77
545,Olga,RU,2020-12-02 01:59:00,43.74,135.29,23.27,76,0,5.28
546,Sayula,MX,2020-12-02 01:59:00,19.87,-103.62,73.4,78,40,2.15
547,Saint-Georges,GD,2020-12-02 01:54:30,12.06,-61.75,78.8,88,20,8.05
548,Bonthe,SL,2020-12-02 01:59:00,7.53,-12.51,78.69,86,2,5.48
549,Dumfries,US,2020-12-02 01:57:49,38.57,-77.33,42.8,41,1,8.05
550,Kitimat,CA,2020-12-02 01:59:00,54.05,-128.65,41.0,93,100,3.09
551,Carroll,US,2020-12-02 01:59:00,39.55,-77.02,36.0,64,100,3.0
552,Aksha,RU,2020-12-02 01:59:01,50.28,113.29,12.67,84,38,9.42
553,Grootfontein,NA,2020-12-02 01:59:01,-19.57,18.12,70.83,28,82,5.44
554,Bratsk,RU,2020-12-02 01:59:01,56.13,101.61,8.6,84,75,8.95
555,Tari,NG,2020-12-02 01:59:01,12.41,4.49,72.79,21,90,9.13
556,Mauganj,IN,2020-12-02 01:56:29,24.68,81.88,59.31,41,57,5.06
557,Morehead,US,2020-12-02 01:59:01,37.27,-87.18,32.0,85,1,3.8
558,Winnemucca,US,2020-12-02 01:59:01,40.97,-117.74,35.6,51,1,5.82
559,Dunbar,US,2020-12-02 01:59:01,38.36,-81.74,30.99,86,90,10.29
560,Seguela,CI,2020-12-02 01:59:01,7.96,-6.67,73.71,82,0,6.35
561,Uvarovka,RU,2020-12-02 01:59:02,55.53,35.61,21.96,99,88,3.18
562,Vredendal,ZA,2020-12-02 01:59:02,-31.67,18.5,55.85,72,0,4.56
563,Hurghada,EG,2020-12-02 01:59:02,27.26,33.81,59.0,33,0,4.7
564,Ko Samui,TH,2020-12-02 01:59:02,9.54,99.94,80.6,83,40,16.11
565,La Ronge,CA,2020-12-02 01:59:02,55.1,-105.28,30.2,74,100,2.24
566,Barra Patuca,HN,2020-12-02 01:59:02,15.8,-84.28,77.43,82,100,3.89
567,Igarka,RU,2020-12-02 01:59:02,67.47,86.58,9.93,95,100,16.8
568,Atambua,ID,2020-12-02 01:59:02,-9.11,124.89,88.32,54,17,3.67
569,Mao,ES,2020-12-02 01:59:02,39.89,4.27,50.0,93,75,9.17
